ID,LENGTH,DIR,A,B,ROADNAME,OTHERNAME,PROJECTNAM,YEAR,LEVEL_110,CLASS_110,LANES_110,ROW,S0,ALPHA,BETA,NMT_110,NTK_110,NBUS_110,COUNTY,MRTXFERPEN,ETAG
"24144",0.08,"1","17661","17671",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24145",0.02,"1","17608","17672",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24146",0.21,"2","17673","17664",縣113,領航北路一段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24147",0.03,"2","17664","17665",縣113,領航北路一段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24148",0.23,"2","17674","17675",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24149",0.04,"1","17676","17659",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24150",0.13,"1","17659","17662",台31,高鐵南路二段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24151",0.10,"-1","17673","17663",台31,高鐵南路二段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24152",0.04,"2","17659","17673",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24153",0.03,"2","17675","17659",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24154",0.09,"-1","17677","17673",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24155",0.34,"1","17678","17676",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24156",0.31,"-1","17679","17677",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24157",0.23,"2","17680","17674",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24158",0.26,"2","17681","17680",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24159",0.22,"2","17682","17681",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24160",0.49,"2","17683","17684",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24161",0.05,"2","17684","17682",縣113,民權路三段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24162",0.15,"2","17685","17683",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24163",0.04,"2","17686","17687",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24164",0.01,"2","17687","17685",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24165",0.12,"2","17688","17686",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24166",0.35,"2","17689","17688",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24167",0.42,"2","17690","17689",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24168",0.20,"2","17691","17690",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24169",0.58,"2","17692","17691",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24170",0.24,"2","17693","17692",縣113,,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24174",0.11,"1","17697","17678",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24175",0.11,"1","17679","17698",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24176",0.10,"1","17698","17699",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24177",0.61,"1","17700","17701",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24178",0.09,"1","17701","17697",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24179",0.58,"1","17699","27253",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24180",0.08,"1","17703","17700",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24181",0.12,"1","27253","17704",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24182",0.26,"1","17705","17703",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24183",0.25,"1","17704","17706",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24184",0.13,"1","17706","17707",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24185",0.16,"1","17708","17705",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24186",0.24,"1","17709","17710",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24187",0.19,"1","17707","17709",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24188",0.17,"1","17711","17708",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24189",0.23,"1","17712","17711",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24190",0.15,"1","17713","17714",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24191",0.02,"1","17714","17712",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24192",0.14,"1","17715","17716",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24193",0.02,"1","17717","17715",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24194",0.01,"1","17710","17717",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24195",0.24,"1","17718","17713",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24196",0.27,"1","17716","17719",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24197",0.28,"1","17720","17721",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24198",0.03,"1","17721","17718",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24199",0.03,"1","17719","17722",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24200",0.21,"1","17722","17723",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24201",0.08,"1","17724","17720",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24202",0.54,"1","17723","17725",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24203",0.24,"1","17726","17724",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24204",0.22,"1","17727","17726",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24205",0.09,"1","17725","17728",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24206",0.04,"1","17729","17727",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24207",0.32,"1","17730","17731",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24208",0.23,"1","17732","17729",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24209",0.08,"1","17728","17730",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24210",0.19,"1","17733","17732",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24211",0.19,"1","17734","17733",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24212",0.19,"1","17731","17735",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24213",0.14,"1","17736","17734",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24214",0.15,"1","17735","17737",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24215",0.31,"1","17737","17738",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24216",0.31,"1","17739","17736",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24217",0.45,"1","17738","17740",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24218",0.44,"1","17741","17739",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24219",0.18,"1","17740","17742",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24220",0.19,"1","17743","17741",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24221",0.38,"1","17742","17744",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24222",0.38,"1","17745","17743",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24223",0.07,"1","17746","17747",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24224",0.07,"1","17748","17749",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24225",0.08,"1","17749","17745",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24226",0.08,"1","17744","17746",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24227",0.07,"1","17747","17750",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24228",0.11,"1","17751","17752",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24229",0.08,"1","17752","17748",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24230",0.11,"1","17750","17753",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24231",0.08,"1","17753","17754",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24232",0.10,"1","17755","17751",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24233",0.13,"1","17756","17755",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24234",0.13,"1","17757","17758",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24235",0.02,"1","17754","17757",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24236",0.34,"1","17758","17759",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24237",0.35,"1","17760","17756",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24238",0.19,"1","17761","17760",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24239",0.16,"1","17759","17762",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24240",0.13,"1","17763","17764",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24241",0.09,"1","17762","17763",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24242",0.07,"1","17765","17761",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24243",0.14,"1","17766","17765",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24244",0.08,"1","17767","17766",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24245",0.06,"1","17768","17767",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24246",0.32,"1","17769","17768",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24247",0.02,"1","17770","17771",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24248",0.06,"1","17772","17773",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24249",0.07,"1","17764","17772",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24250",0.04,"1","17773","17770",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24251",0.08,"1","17774","17769",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24252",0.07,"1","17775","17774",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24253",0.32,"1","17771","17775",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24254",0.01,"2","17774","17776",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24257",4.26,"1","17776","11454",台66,觀音大溪線快速道路,,"104","2","7","2",,"74",1.1396,4.2634,"1","0","0","3",,
"24258",2.04,"1","17774","11452",台66,觀音大溪線快速道路,,"104","2","7","2",,"74",1.1396,4.2634,"1","0","0","3",,
"24260",0.02,"2","17716","11190",縣112,中正路,,"104","4","35","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24263",0.05,"2","17442","17458",台31,領航北路四段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"38147",0.62,"2","654","10973",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"38137",0.48,"2","644","12807",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"40476",33.21,"2","12694","782",區心線,"67049",,"104","11","99","0",,"60",0.0000,0.0000,"0","0","0","3","0",0.0000
"40473",33.13,"2","12699","781",區心線,"67049",,"104","11","99","0",,"60",0.0000,0.0000,"0","0","0","3","0",0.0000
"40472",33.16,"2","12719","784",區心線,"67049",,"104","11","99","0",,"60",0.0000,0.0000,"0","0","0","3","0",0.0000
"38270",1.21,"2","12235","26701",中油產業道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"40478",33.27,"2","12692","783",區心線,"67049",,"104","11","99","0",,"60",0.0000,0.0000,"0","0","0","3","0",0.0000
"25950",0.20,"1","12347","12353",台66,觀音大溪線快速道路,,"104","2","9","1",,"52",0.8208,4.9382,"1","0","0","3",,
"38294",0.74,"2","26705","5361",縣114,中山路三段,,"104","4","31","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"38278",0.00,"2","32887","32887",台1,東萬壽路,,"104","3","23","2",,"50",3.7600,3.2900,"0","0","0","3","0",0.0000
"38295",5.29,"2","26705","2562",民和巷,,,"104","6","15","1",,"43",1.5577,3.6819,"0","0","0","2","0",0.0000
"40494",0.08,"1","27711","27712",,,,"104","6","62","2",,"32",1.5554,3.8290,"0","1","0","1",,
"40477",33.11,"2","12691","783",區心線,"67049",,"104","11","99","0",,"60",0.0000,0.0000,"0","0","0","3","0",0.0000
"39921",0.29,"2","27516","16220",縣105,中山路二段,,"104","4","30","2",,"32",1.5554,3.8290,"0","0","0","0","0",0.0000
"38279",0.31,"2","26703","32887",台1,東萬壽路,,"104","3","23","2",,"50",3.7600,3.2900,"0","0","0","3","0",0.0000
"39987",0.33,"2","761","10656",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"39946",0.36,"1","27528","27529",台61,交流道,,"104","2","9","1",,"52",0.8208,4.9382,"1","0","0","2",,
"26701",0.54,"2","34872","34875",華亞一路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"26702",0.11,"2","34875","34876",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"26703",0.21,"2","34876","34868",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"26704",0.24,"2","34869","34868",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"26752",0.69,"2","617","9333",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"26755",0.22,"2","34841","615",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"38298",0.22,"2","41065","25374",民生北路一段,,,"104","6","15","1",,"43",1.5577,3.6819,"0","0","0","3","0",0.0000
"38175",0.28,"2","34759","31592",復興街,復興街,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39164",0.15,"2","27152","10972",台4,南崁路,,"104","3","20","2",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39924",0.34,"2","27512","27518",商港一路,商港一路,,"104","6","65","2",,"0",0.0000,0.0000,"0","0","0","0","0",0.0000
"38237",0.39,"2","5097","15608",文德路,,,"104","6","69","2",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39923",0.35,"2","27514","27517",,,,"104","6","65","2",,"0",0.0000,0.0000,"0","0","0","0","0",0.0000
"38495",2.24,"-1","63025","63024",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","3",,
"28768",0.16,"2","34047","34989",桃11,,,"104","6","90","1",,"65",1.7225,2.8176,"0","0","0","3","0",0.0000
"40483",3.35,"2","85921","764",區心線,,,"106","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"28802",0.21,"2","34988","34989",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"38230",0.08,"2","34656","34650",文明路,文明路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"28809",0.70,"2","34715","34717",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28810",0.42,"2","34716","34717",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28811",1.42,"2","14143","34708",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28812",0.44,"2","34716","34719",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28813",1.86,"2","34725","34726",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28814",2.23,"2","34729","12802",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"40606",0.61,"2","658","26881",區心線,,,"104","11","99","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"40463",0.24,"2","150","27699",區心線,"06159",,"104","11","99","0",,"32",0.0000,0.0000,"0","0","0","1","0",0.0000
"28827",0.18,"2","25374","32951",其他道路,,,"104","6","15","1",,"43",1.5577,3.6819,"0","0","0","3","0",0.0000
"28828",0.34,"2","25410","25411",桃23,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28829",0.08,"2","25411","27206",桃23,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"40609",0.31,"2","640","12238",區心線,,,"104","11","99","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"28845",0.13,"2","12706","40879",其他道路,,,"104","6","88","1",,"50",1.0587,4.8220,"1","0","0","3","0",0.0000
"28846",0.52,"2","25410","40835",桃22,,,"104","6","88","1",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"28850",0.20,"1","25380","35071",新南路二段,,,"104","6","15","1",,"43",1.5577,3.6819,"0","0","0","3",,
"40440",0.03,"2","83613","27692",走路連線,,,"104","10","98","0",,"4",0.0000,0.0000,"0","0","0","2","0",0.0000
"28858",0.16,"2","25411","650",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","3","0",0.0000
"38509",2.18,"1","13036","11195",國1,中山高速公路,,"104","1","1","3",,"104",0.8850,4.8323,"1","0","0","3",,0.7065
"38470",0.01,"2","88152","88911",轉乘連線,,,"110","10","97","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"38600",0.21,"2","26848","10980",長興路四段,,,"104","6","47","2",,"50",1.0587,4.8220,"0","0","0","3","0",0.0000
"38490",2.17,"1","66023","66022",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","3",,
"40026",8.27,"2","769","11858",區心線,,,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","0","0",0.0000
"38266",4.07,"-1","63029","63028",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","3",,
"38281",0.41,"2","34910","26703",台1,東萬壽路,,"104","3","23","2",,"50",3.7600,3.2900,"0","0","0","3","0",0.0000
"38284",1.00,"2","35251","34914",台1,東萬壽路,,"104","3","19","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"38491",2.17,"-1","63023","63022",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","3",,
"38263",3.82,"-1","63028","63027",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","3",,
"38608",0.12,"2","26830","10981",台4,三民路,,"104","3","20","2",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"38468",0.01,"2","85152","88911",轉乘連線,,,"110","10","97","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"38465",0.05,"2","85151","10978",走路連線,,,"110","10","98","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"38466",0.15,"2","88152","34463",走路連線,,,"110","10","98","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"38467",0.01,"2","85152","85911",轉乘連線,,,"110","10","97","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"38469",0.01,"2","88152","85911",轉乘連線,,,"110","10","97","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"38494",2.24,"1","66025","66024",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","3",,
"38876",0.24,"-1","26988","10946","-",其他道路,,"104","6","73","3",,"50",1.1507,3.7967,"1","1","1","3",,
"38464",0.04,"2","88151","10978",走路連線,,,"110","10","98","0",,"0",0.0000,0.0000,"0","0","0","3","0",0.0000
"30656",0.17,"2","44086","12522",環南路二段,,,"104","6","67","2",,"43",1.5577,3.6819,"0","0","0","3","0",0.0000
